,Method 1,Method 1 runtime,Method 2,Method 2 runtime
0,0.74267578125,2.5893306732177734,0.4602881570067483,5.09200119972229
1,0.71875,2.553943157196045,0.40543922168740654,5.278719425201416
2,0.7529296875,2.5043320655822754,0.44625831321825804,5.535983085632324
3,0.74755859375,2.557948350906372,0.44919718782685714,5.052947044372559
4,0.75048828125,2.5111851692199707,0.4360695701443349,5.1303815841674805
5,0.73193359375,2.4854137897491455,0.42107338101471753,5.0147082805633545
6,0.712890625,2.4400081634521484,0.4188178157497974,5.159607172012329
7,0.744140625,2.558067560195923,0.40029012095987276,5.080266237258911
8,0.7177734375,2.613131046295166,0.4235158034243472,5.1350836753845215
9,0.73779296875,2.644955635070801,0.4525418363424548,5.123366117477417
10,0.73486328125,2.536895513534546,0.41870835736865286,5.0781567096710205
11,0.75830078125,2.6065216064453125,0.4110394354679244,5.289422988891602
12,0.7490234375,2.588190793991089,0.39543733575819295,5.111401319503784
13,0.7451171875,2.5900402069091797,0.41629799457660277,5.194484233856201
14,0.73876953125,2.464695930480957,0.4384478733188055,5.319565296173096
15,0.7373046875,2.519595146179199,0.4265641364140908,5.3625428676605225
16,0.73974609375,2.563070297241211,0.4231420891349282,5.326700210571289
17,0.7373046875,2.772197961807251,0.4232194878984931,5.025192022323608
18,0.74658203125,2.5524885654449463,0.43821567702811054,5.0391457080841064
19,0.736328125,2.584312677383423,0.44611679521953396,5.235075235366821
