,Method 1,Method 1 runtime,Method 2,Method 2 runtime
0,0.01171875,0.008757591247558594,-0.012429611388044782,0.008875608444213867
1,0.017578125,0.0,-0.024859222776089564,0.0
2,-0.03515625,0.0,0.03314563036811942,0.0
3,-0.068359375,0.0,-0.013810679320049757,0.008084297180175781
4,0.0234375,0.0,0.06491019280423387,0.01607966423034668
5,0.0078125,0.0,-0.009667475524034831,0.015941858291625977
6,-0.0390625,0.0,0.0400509700281443,0.016714096069335938
7,0.013671875,0.00799417495727539,-0.011048543456039808,0.011339187622070312
8,0.07421875,0.008032560348510742,0.03590776623212937,0.006445407867431641
9,-0.005859375,0.0,-0.009667475524034831,0.0
10,0.052734375,0.0,0.013810679320049757,0.01665782928466797
11,-0.01171875,0.0,-0.05524271728019903,0.016433238983154297
12,0.00390625,0.0,0.011048543456039806,0.013358592987060547
13,0.013671875,0.0,-0.03314563036811942,0.0
14,-0.021484375,0.0,-0.002762135864009951,0.008309364318847656
15,0.005859375,0.0,-0.030383494504109466,0.007991313934326172
16,-0.013671875,0.008025884628295898,0.017953883116064683,0.008701562881469727
17,0.01171875,0.007972955703735352,-0.030383494504109466,0.0
18,0.029296875,0.008028507232666016,-0.024859222776089564,0.0
19,-0.0234375,0.0,0.017953883116064683,0.004008054733276367
20,0.0390625,0.0,0.004143203796014926,0.0
21,0.033203125,0.00800466537475586,0.005524271728019903,0.0
22,0.037109375,0.0,-0.011048543456039808,0.0
23,0.029296875,0.007974863052368164,-0.06076698900821893,0.007999181747436523
24,0.013671875,0.0,-0.017953883116064683,0.0
25,0.025390625,0.0,-0.004143203796014927,0.0
26,0.0078125,0.0,0.0,0.0008211135864257812
27,-0.001953125,0.0,-0.01381067932004976,0.00037741661071777344
28,-0.0078125,0.0,-0.006905339660024878,0.0
29,0.0,0.0,-0.04971844555217913,0.0006871223449707031
30,0.009765625,0.0,0.026240290708094534,0.0
31,-0.00390625,0.0,0.012429611388044782,0.0
32,-0.001953125,0.0,-0.02900242657210449,0.0
33,-0.015625,0.0,0.005524271728019903,0.0
34,0.015625,0.0,-0.019334951048069662,0.0
35,-0.05078125,0.0,0.0013810679320049764,0.0
36,0.017578125,0.0,0.030383494504109466,0.0
37,0.001953125,0.0,0.008286407592029855,0.015195131301879883
38,0.0,0.0,0.004143203796014927,0.0
39,-0.015625,0.0,0.030383494504109466,0.0
40,0.0078125,0.0,-0.009667475524034831,0.0
41,-0.03515625,0.0,-0.02347815484408459,0.0
42,0.013671875,0.0,0.004143203796014927,0.0
43,0.015625,0.0,-0.03590776623212937,0.0
44,-0.0234375,0.0,0.01933495104806966,0.0
45,-0.046875,0.0,0.006905339660024878,0.0
46,-0.04296875,0.0,0.02209708691207961,0.0
47,0.044921875,0.00799870491027832,-0.013810679320049757,0.0
48,-0.064453125,0.0,-0.009667475524034831,0.0
49,0.037109375,0.0,0.00690533966002488,0.0
50,-0.04296875,0.0,0.001381067932004976,0.0
51,-0.037109375,0.0,0.046956309688169176,0.0
52,0.005859375,0.0,-0.022097086912079615,0.0
53,-0.03515625,0.0,0.037288834164134345,0.007909297943115234
54,0.044921875,0.0,0.005524271728019904,0.0
55,0.009765625,0.00799703598022461,0.005524271728019904,0.0
56,0.06640625,0.0,-0.011048543456039804,0.0
57,0.015625,0.0,-0.01242961138804478,0.00799703598022461
58,0.04296875,0.0,-0.035907766232129365,0.0160219669342041
59,-0.037109375,0.0,-0.03866990209613932,0.008005380630493164
60,0.041015625,0.008219003677368164,-0.009667475524034831,0.0
61,-0.013671875,0.0,0.03314563036811942,0.0
62,-0.009765625,0.0,0.02900242657210449,0.0
63,-0.01953125,0.0,-0.002762135864009951,0.007996320724487305
64,0.00390625,0.0,-0.005524271728019902,0.016017675399780273
65,0.0390625,0.0013859272003173828,0.011048543456039804,0.0
66,-0.08203125,0.0,-0.05938592107621396,0.0
67,0.041015625,0.0,0.03176456243611444,0.0
68,0.04296875,0.0,-0.01933495104806966,0.015904903411865234
69,0.00390625,0.0,-0.037288834164134345,0.0
70,0.009765625,0.0,0.01381067932004976,0.0
71,0.0234375,0.00799703598022461,-0.0400509700281443,0.0006377696990966797
72,0.05078125,0.007977485656738281,-0.023478154844084588,0.0
73,-0.0234375,0.007998943328857422,0.019334951048069662,0.0
74,0.0625,0.008083820343017578,0.06076698900821893,0.007659196853637695
75,-0.05859375,0.0,0.02209708691207961,0.0081024169921875
76,0.001953125,0.0,0.019334951048069662,0.008327007293701172
77,-0.0625,0.0,-0.015191747252054733,0.006510734558105469
78,0.005859375,0.0,-0.009667475524034831,0.004347324371337891
79,-0.0703125,0.0,-0.03866990209613932,0.008354663848876953
80,-0.033203125,0.0,0.004143203796014926,0.008010387420654297
81,-0.015625,0.0,0.01242961138804478,0.00801229476928711
82,0.0078125,0.0,-0.012429611388044782,0.0
83,-0.044921875,0.009034395217895508,0.037288834164134345,0.0
84,0.009765625,0.007118940353393555,-0.022097086912079615,0.0
85,0.001953125,0.0,-0.022097086912079608,0.0
86,-0.001953125,0.0,0.048337377620174156,0.0036191940307617188
87,-0.02734375,0.0,-0.05248058141618908,0.0
88,-0.009765625,0.0,-0.02209708691207961,0.0
89,0.037109375,0.0,-0.05524271728019903,0.009448766708374023
90,0.0390625,0.00799870491027832,-0.022097086912079615,0.0
91,0.060546875,0.008782386779785156,-0.046956309688169176,0.0
92,-0.025390625,0.0,-0.0400509700281443,0.008002042770385742
93,-0.01171875,0.00972747802734375,-0.013810679320049757,0.00878286361694336
94,-0.013671875,0.0,-0.04833737762017415,0.008423566818237305
95,0.0390625,0.0,0.019334951048069662,0.0
96,-0.009765625,0.0,-0.027621358640099514,0.0
97,-0.001953125,0.0,0.0455752417561642,0.0
98,-0.05859375,0.0,-0.04419417382415922,0.008013486862182617
99,-0.01953125,0.0,0.006905339660024878,0.007996082305908203
100,0.0390625,0.0,-0.055242717280199034,0.008105278015136719
101,0.02734375,0.0,0.005524271728019903,0.0
102,-0.001953125,0.008019685745239258,-0.017953883116064686,0.0
103,0.021484375,0.0060062408447265625,0.02071601898007464,0.0
104,-0.056640625,0.0,-0.02209708691207961,0.015995025634765625
105,-0.00390625,0.0,-0.035907766232129365,0.0
106,-0.03515625,0.0,0.0,0.00798654556274414
107,-0.013671875,0.0,0.053861649348194054,0.0
108,0.009765625,0.0,-0.02209708691207961,0.0
